AUSPRAEGUNG,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,DATE
Olympiaturm,28717.0,33072.0,-18.7,-13.17,54338.0,2004-12-01
Olympiaturm,27780.0,27823.0,-25.16,-0.15,59290.0,2003-01-01
Olympiaturm,27728.0,34909.0,-0.19,-20.57,58692.0,2003-02-01
Olympiaturm,56784.0,59718.0,104.79,-4.91,58447.0,2003-03-01
Olympiaturm,66535.0,59737.0,17.17,11.38,59014.0,2003-04-01
Olympiaturm,72705.0,71340.0,9.27,1.91,59127.0,2003-05-01
Olympiaturm,65471.0,51774.0,-9.95,26.46,60269.0,2003-06-01
Olympiaturm,81697.0,83373.0,24.78,-2.01,60129.0,2003-07-01
Olympiaturm,100995.0,108885.0,23.62,-7.25,59472.0,2003-08-01
Olympiaturm,68263.0,68429.0,-32.41,-0.24,59458.0,2003-09-01
Olympiaturm,65970.0,67137.0,-3.36,-1.74,59360.0,2003-10-01
Olympiaturm,42600.0,41276.0,-35.43,3.21,59471.0,2003-11-01
Olympiaturm,33072.0,37121.0,-22.37,-10.91,59133.0,2003-12-01
Olympiaturm,27823.0,33775.0,-9.55,-17.62,57648.0,2002-01-01
Olympiaturm,34909.0,34124.0,25.47,2.3,57714.0,2002-02-01
Olympiaturm,59718.0,43491.0,71.07,37.31,59066.0,2002-03-01
Olympiaturm,59737.0,68802.0,0.03,-13.18,58311.0,2002-04-01
Olympiaturm,71340.0,60340.0,19.42,18.23,59227.0,2002-05-01
Olympiaturm,51774.0,65574.0,-27.43,-21.04,58077.0,2002-06-01
Olympiaturm,83373.0,91481.0,61.03,-8.86,57402.0,2002-07-01
Olympiaturm,108885.0,98968.0,30.6,10.02,58228.0,2002-08-01
Olympiaturm,68429.0,59295.0,-37.15,15.4,58989.0,2002-09-01
Olympiaturm,67137.0,72935.0,-1.89,-7.95,58506.0,2002-10-01
Olympiaturm,41276.0,38185.0,-38.52,8.09,58764.0,2002-11-01
Olympiaturm,37121.0,30761.0,-10.07,20.68,59294.0,2002-12-01
Olympiaturm,33775.0,27558.0,-14.14,22.56,64349.0,2001-01-01
Olympiaturm,34124.0,32847.0,1.03,3.89,64455.0,2001-02-01
Olympiaturm,43491.0,44306.0,27.45,-1.84,64387.0,2001-03-01
Olympiaturm,68802.0,81363.0,58.2,-15.44,63340.0,2001-04-01
Olympiaturm,60340.0,72293.0,-12.3,-16.53,62344.0,2001-05-01
Olympiaturm,65574.0,73379.0,8.67,-10.64,61694.0,2001-06-01
Olympiaturm,91481.0,98156.0,39.51,-6.8,61138.0,2001-07-01
Olympiaturm,98968.0,110355.0,8.18,-10.32,60189.0,2001-08-01
Olympiaturm,59295.0,79041.0,-40.09,-24.98,58543.0,2001-09-01
Olympiaturm,72935.0,61924.0,23.0,17.78,59461.0,2001-10-01
Olympiaturm,38185.0,45404.0,-47.65,-15.9,58859.0,2001-11-01
Olympiaturm,30761.0,39339.0,-19.44,-21.81,58144.0,2001-12-01
Olympiaturm,27558.0,,,,27558.0,2000-01-01
Olympiaturm,32847.0,,19.19,,30203.0,2000-02-01
Olympiaturm,44306.0,,34.89,,34904.0,2000-03-01
Olympiaturm,81363.0,,83.64,,46519.0,2000-04-01
Olympiaturm,72293.0,,-11.15,,51673.0,2000-05-01
Olympiaturm,73379.0,,1.5,,55291.0,2000-06-01
Olympiaturm,98156.0,,33.77,,61415.0,2000-07-01
Olympiaturm,110355.0,,12.43,,67532.0,2000-08-01
Olympiaturm,79041.0,,-28.38,,68811.0,2000-09-01
Olympiaturm,61924.0,,-21.66,,68122.0,2000-10-01
Olympiaturm,45404.0,,-26.68,,66057.0,2000-11-01
Olympiaturm,39339.0,,-13.36,,63830.0,2000-12-01
Tierpark Hellabrunn,45912.0,19121.0,58.82,140.11,83893.0,2020-01-01
Tierpark Hellabrunn,53431.0,46584.0,16.38,14.7,84464.0,2020-02-01
Tierpark Hellabrunn,22092.0,80733.0,-58.65,-72.64,79577.0,2020-03-01
Tierpark Hellabrunn,0.0,126832.0,-100.0,-100.0,,2020-04-01
Tierpark Hellabrunn,32507.0,90829.0,,-64.21,64147.0,2020-05-01
Tierpark Hellabrunn,19121.0,36453.0,-64.17,-47.55,82665.0,2019-01-01
Tierpark Hellabrunn,46584.0,24509.0,143.63,90.07,84505.0,2019-02-01
Tierpark Hellabrunn,80733.0,66503.0,73.31,21.4,85691.0,2019-03-01
Tierpark Hellabrunn,126832.0,128552.0,57.1,-1.34,85547.0,2019-04-01
Tierpark Hellabrunn,90829.0,123823.0,-28.39,-26.65,82798.0,2019-05-01
Tierpark Hellabrunn,106618.0,83529.0,17.38,27.64,84722.0,2019-06-01
Tierpark Hellabrunn,105185.0,123914.0,-1.34,-15.11,83161.0,2019-07-01
Tierpark Hellabrunn,160870.0,136179.0,52.94,18.13,85219.0,2019-08-01
Tierpark Hellabrunn,90226.0,95086.0,-43.91,-5.11,84814.0,2019-09-01
Tierpark Hellabrunn,88136.0,86191.0,-2.32,2.26,84976.0,2019-10-01
Tierpark Hellabrunn,35884.0,51207.0,-59.29,-29.92,83699.0,2019-11-01
Tierpark Hellabrunn,28908.0,53370.0,-19.44,-45.83,81661.0,2019-12-01
Tierpark Hellabrunn,36453.0,21052.0,10.29,73.16,85603.0,2018-01-01
Tierpark Hellabrunn,24509.0,82361.0,-32.77,-70.24,80782.0,2018-02-01
Tierpark Hellabrunn,66503.0,97930.0,171.34,-32.09,78163.0,2018-03-01
Tierpark Hellabrunn,128552.0,123976.0,93.3,3.69,78544.0,2018-04-01
Tierpark Hellabrunn,123823.0,96386.0,-3.68,28.47,80831.0,2018-05-01
Tierpark Hellabrunn,83529.0,102915.0,-32.54,-18.84,79215.0,2018-06-01
Tierpark Hellabrunn,123914.0,116598.0,48.35,6.27,79825.0,2018-07-01
Tierpark Hellabrunn,136179.0,152642.0,9.9,-10.79,78453.0,2018-08-01
Tierpark Hellabrunn,95086.0,74014.0,-30.18,28.47,80209.0,2018-09-01
Tierpark Hellabrunn,86191.0,74014.0,-9.35,16.45,81224.0,2018-10-01
Tierpark Hellabrunn,51207.0,36894.0,-40.59,38.79,82416.0,2018-11-01
Tierpark Hellabrunn,53370.0,33051.0,4.22,61.48,84110.0,2018-12-01
Tierpark Hellabrunn,21052.0,29281.0,-53.07,-28.1,81070.0,2017-01-01
Tierpark Hellabrunn,82361.0,39985.0,291.23,105.98,84601.0,2017-02-01
Tierpark Hellabrunn,97930.0,93139.0,18.9,5.14,85000.0,2017-03-01
Tierpark Hellabrunn,123976.0,81730.0,26.6,51.69,88521.0,2017-04-01
Tierpark Hellabrunn,96386.0,132450.0,-22.25,-27.23,85516.0,2017-05-01
Tierpark Hellabrunn,102915.0,61270.0,6.77,67.97,88986.0,2017-06-01
Tierpark Hellabrunn,116598.0,119531.0,13.3,-2.45,88742.0,2017-07-01
Tierpark Hellabrunn,152642.0,147926.0,30.91,3.19,89135.0,2017-08-01
Tierpark Hellabrunn,74014.0,98041.0,-51.51,-24.51,87132.0,2017-09-01
Tierpark Hellabrunn,74014.0,88402.0,0.0,-16.28,85933.0,2017-10-01
Tierpark Hellabrunn,36894.0,44454.0,-50.15,-17.01,85303.0,2017-11-01
Tierpark Hellabrunn,33051.0,44858.0,-10.42,-26.32,84319.0,2017-12-01
Tierpark Hellabrunn,29281.0,23458.0,-47.57,24.82,85112.0,2016-01-01
Tierpark Hellabrunn,39985.0,33155.0,36.56,20.6,85681.0,2016-02-01
Tierpark Hellabrunn,93139.0,60830.0,132.93,53.11,88374.0,2016-03-01
Tierpark Hellabrunn,81730.0,119437.0,-12.25,-31.57,85231.0,2016-04-01
Tierpark Hellabrunn,132450.0,115395.0,62.06,14.78,86653.0,2016-05-01
Tierpark Hellabrunn,61270.0,95340.0,-53.74,-35.74,83813.0,2016-06-01
Tierpark Hellabrunn,119531.0,111542.0,95.09,7.16,84479.0,2016-07-01
Tierpark Hellabrunn,147926.0,164163.0,23.76,-9.89,83126.0,2016-08-01
Tierpark Hellabrunn,98041.0,95655.0,-33.72,2.49,83325.0,2016-09-01
Tierpark Hellabrunn,88402.0,73767.0,-9.83,19.84,84545.0,2016-10-01
Tierpark Hellabrunn,44454.0,66931.0,-49.71,-33.58,82671.0,2016-11-01
Tierpark Hellabrunn,44858.0,55848.0,0.91,-19.68,81756.0,2016-12-01
Tierpark Hellabrunn,23458.0,39983.0,-12.56,-41.33,107010.0,2015-01-01
Tierpark Hellabrunn,33155.0,49757.0,41.34,-33.37,105626.0,2015-02-01
Tierpark Hellabrunn,60830.0,137666.0,83.47,-55.81,99223.0,2015-03-01
Tierpark Hellabrunn,119437.0,206814.0,96.35,-42.25,91942.0,2015-04-01
Tierpark Hellabrunn,115395.0,139315.0,-3.38,-17.17,89949.0,2015-05-01
Tierpark Hellabrunn,95340.0,124695.0,-17.38,-23.54,87502.0,2015-06-01
Tierpark Hellabrunn,111542.0,123304.0,16.99,-9.54,86522.0,2015-07-01
Tierpark Hellabrunn,164163.0,196860.0,47.18,-16.61,83797.0,2015-08-01
Tierpark Hellabrunn,95655.0,103830.0,-41.73,-7.87,83116.0,2015-09-01
Tierpark Hellabrunn,73767.0,101003.0,-22.88,-26.97,80847.0,2015-10-01
Tierpark Hellabrunn,66931.0,50588.0,-9.27,32.31,82208.0,2015-11-01
Tierpark Hellabrunn,55848.0,26828.0,-16.56,108.17,84627.0,2015-12-01
Tierpark Hellabrunn,39983.0,21245.0,-8.01,88.2,81488.0,2014-01-01
Tierpark Hellabrunn,49757.0,18072.0,24.45,175.33,84129.0,2014-02-01
Tierpark Hellabrunn,137666.0,88842.0,176.68,54.96,88198.0,2014-03-01
Tierpark Hellabrunn,206814.0,81800.0,50.23,152.83,98615.0,2014-04-01
Tierpark Hellabrunn,139315.0,121958.0,-32.64,14.23,100062.0,2014-05-01
Tierpark Hellabrunn,124695.0,82212.0,-10.49,51.67,103602.0,2014-06-01
Tierpark Hellabrunn,123304.0,123720.0,-1.12,-0.34,103567.0,2014-07-01
Tierpark Hellabrunn,196860.0,177048.0,59.65,11.19,105218.0,2014-08-01
Tierpark Hellabrunn,103830.0,86285.0,-47.26,20.33,106680.0,2014-09-01
Tierpark Hellabrunn,101003.0,87229.0,-2.72,15.79,107828.0,2014-10-01
Tierpark Hellabrunn,50588.0,27246.0,-49.91,85.67,109773.0,2014-11-01
Tierpark Hellabrunn,26828.0,43466.0,-46.97,-38.28,108387.0,2014-12-01
Tierpark Hellabrunn,21245.0,24281.0,-25.71,-12.5,79595.0,2013-01-01
Tierpark Hellabrunn,18072.0,27583.0,-14.94,-34.48,78802.0,2013-02-01
Tierpark Hellabrunn,88842.0,71800.0,391.6,23.74,80222.0,2013-03-01
Tierpark Hellabrunn,81800.0,103919.0,-7.93,-21.28,78379.0,2013-04-01
Tierpark Hellabrunn,121958.0,114221.0,49.09,6.77,79024.0,2013-05-01
Tierpark Hellabrunn,82212.0,110031.0,-32.59,-25.28,76705.0,2013-06-01
Tierpark Hellabrunn,123720.0,124978.0,50.49,-1.01,76601.0,2013-07-01
Tierpark Hellabrunn,177048.0,152834.0,43.1,15.84,78618.0,2013-08-01
Tierpark Hellabrunn,86285.0,91460.0,-51.26,-5.66,78187.0,2013-09-01
Tierpark Hellabrunn,87229.0,67335.0,1.09,29.54,79845.0,2013-10-01
Tierpark Hellabrunn,27246.0,41131.0,-68.76,-33.76,78688.0,2013-11-01
Tierpark Hellabrunn,43466.0,28598.0,59.53,51.99,79927.0,2013-12-01
Tierpark Hellabrunn,24281.0,31664.0,-9.84,-23.32,91603.0,2012-01-01
Tierpark Hellabrunn,27583.0,32669.0,13.6,-15.57,91179.0,2012-02-01
Tierpark Hellabrunn,71800.0,68412.0,160.31,4.95,91461.0,2012-03-01
Tierpark Hellabrunn,103919.0,181748.0,44.73,-42.82,84975.0,2012-04-01
Tierpark Hellabrunn,114221.0,93143.0,9.91,22.63,86732.0,2012-05-01
Tierpark Hellabrunn,110031.0,134258.0,-3.67,-18.05,84713.0,2012-06-01
Tierpark Hellabrunn,124978.0,140027.0,13.58,-10.75,83459.0,2012-07-01
Tierpark Hellabrunn,152834.0,161546.0,22.29,-5.39,82733.0,2012-08-01
Tierpark Hellabrunn,91460.0,94028.0,-40.16,-2.73,82519.0,2012-09-01
Tierpark Hellabrunn,67335.0,88035.0,-26.38,-23.51,80794.0,2012-10-01
Tierpark Hellabrunn,41131.0,54153.0,-38.92,-24.05,79709.0,2012-11-01
Tierpark Hellabrunn,28598.0,26930.0,-30.47,6.19,79848.0,2012-12-01
Tierpark Hellabrunn,31664.0,35863.0,92.45,-11.71,85778.0,2011-01-01
Tierpark Hellabrunn,32669.0,39602.0,3.17,-17.51,85201.0,2011-02-01
Tierpark Hellabrunn,68412.0,59390.0,109.41,15.19,85952.0,2011-03-01
Tierpark Hellabrunn,181748.0,160983.0,165.67,12.9,87683.0,2011-04-01
Tierpark Hellabrunn,93143.0,106251.0,-48.75,-12.34,86590.0,2011-05-01
Tierpark Hellabrunn,134258.0,99196.0,44.14,35.35,89512.0,2011-06-01
Tierpark Hellabrunn,140027.0,114982.0,4.3,21.78,91599.0,2011-07-01
Tierpark Hellabrunn,161546.0,166713.0,15.37,-3.1,91169.0,2011-08-01
Tierpark Hellabrunn,94028.0,101088.0,-41.79,-6.98,90580.0,2011-09-01
Tierpark Hellabrunn,88035.0,81593.0,-6.37,7.9,91117.0,2011-10-01
Tierpark Hellabrunn,54153.0,51424.0,-38.49,5.31,91345.0,2011-11-01
Tierpark Hellabrunn,26930.0,16453.0,-50.27,63.68,92218.0,2011-12-01
Tierpark Hellabrunn,35863.0,24102.0,16.14,48.8,83257.0,2010-01-01
Tierpark Hellabrunn,39602.0,19950.0,10.43,98.51,84895.0,2010-02-01
Tierpark Hellabrunn,59390.0,44112.0,49.97,34.63,86168.0,2010-03-01
Tierpark Hellabrunn,160983.0,154232.0,171.06,4.38,86731.0,2010-04-01
Tierpark Hellabrunn,106251.0,113602.0,-34.0,-6.47,86118.0,2010-05-01
Tierpark Hellabrunn,99196.0,103792.0,-6.64,-4.43,85735.0,2010-06-01
Tierpark Hellabrunn,114982.0,126302.0,15.91,-8.96,84792.0,2010-07-01
Tierpark Hellabrunn,166713.0,165527.0,44.99,0.72,84891.0,2010-08-01
Tierpark Hellabrunn,101088.0,95722.0,-39.36,5.61,85338.0,2010-09-01
Tierpark Hellabrunn,81593.0,61854.0,-19.29,31.91,86983.0,2010-10-01
Tierpark Hellabrunn,51424.0,47250.0,-36.97,8.83,87330.0,2010-11-01
Tierpark Hellabrunn,16453.0,30880.0,-68.01,-46.72,86128.0,2010-12-01
Tierpark Hellabrunn,24102.0,50164.0,-1.91,-51.95,78358.0,2009-01-01
Tierpark Hellabrunn,19950.0,64802.0,-17.23,-69.21,74620.0,2009-02-01
Tierpark Hellabrunn,44112.0,67029.0,121.11,-34.19,72711.0,2009-03-01
Tierpark Hellabrunn,154232.0,64092.0,249.64,140.64,80222.0,2009-04-01
Tierpark Hellabrunn,113602.0,137916.0,-26.34,-17.63,78196.0,2009-05-01
Tierpark Hellabrunn,103792.0,69707.0,-8.64,48.9,81037.0,2009-06-01
Tierpark Hellabrunn,126302.0,117375.0,21.69,7.61,81781.0,2009-07-01
Tierpark Hellabrunn,165527.0,167734.0,31.06,-1.32,81597.0,2009-08-01
Tierpark Hellabrunn,95722.0,82484.0,-42.17,16.05,82700.0,2009-09-01
Tierpark Hellabrunn,61854.0,71611.0,-35.38,-13.63,81887.0,2009-10-01
Tierpark Hellabrunn,47250.0,48874.0,-23.61,-3.32,81751.0,2009-11-01
Tierpark Hellabrunn,30880.0,24571.0,-34.65,25.68,82277.0,2009-12-01
Tierpark Hellabrunn,50164.0,26669.0,142.5,88.1,81048.0,2008-01-01
Tierpark Hellabrunn,64802.0,56232.0,29.18,15.24,81763.0,2008-02-01
Tierpark Hellabrunn,67029.0,55259.0,3.44,21.3,82743.0,2008-03-01
Tierpark Hellabrunn,64092.0,155328.0,-4.38,-58.74,75140.0,2008-04-01
Tierpark Hellabrunn,137916.0,86329.0,115.18,59.76,79439.0,2008-05-01
Tierpark Hellabrunn,69707.0,95569.0,-49.46,-27.06,77284.0,2008-06-01
Tierpark Hellabrunn,117375.0,113977.0,68.38,2.98,77567.0,2008-07-01
Tierpark Hellabrunn,167734.0,158867.0,42.9,5.58,78306.0,2008-08-01
Tierpark Hellabrunn,82484.0,86065.0,-50.82,-4.16,78008.0,2008-09-01
Tierpark Hellabrunn,71611.0,67928.0,-13.18,5.42,78315.0,2008-10-01
Tierpark Hellabrunn,48874.0,26177.0,-31.75,86.71,80206.0,2008-11-01
Tierpark Hellabrunn,24571.0,20686.0,-49.73,18.78,80530.0,2008-12-01
Tierpark Hellabrunn,26669.0,21232.0,1.29,25.61,73493.0,2007-01-01
Tierpark Hellabrunn,56232.0,20868.0,110.85,169.47,76440.0,2007-02-01
Tierpark Hellabrunn,55259.0,25339.0,-1.73,118.08,78933.0,2007-03-01
Tierpark Hellabrunn,155328.0,112315.0,181.09,38.3,82517.0,2007-04-01
Tierpark Hellabrunn,86329.0,84975.0,-44.42,1.59,82630.0,2007-05-01
Tierpark Hellabrunn,95569.0,96116.0,10.7,-0.57,82585.0,2007-06-01
Tierpark Hellabrunn,113977.0,100783.0,19.26,13.09,83684.0,2007-07-01
Tierpark Hellabrunn,158867.0,160173.0,39.39,-0.82,83575.0,2007-08-01
Tierpark Hellabrunn,86065.0,104438.0,-45.83,-17.59,82044.0,2007-09-01
Tierpark Hellabrunn,67928.0,90410.0,-21.07,-24.87,80171.0,2007-10-01
Tierpark Hellabrunn,26177.0,33495.0,-61.46,-21.85,79561.0,2007-11-01
Tierpark Hellabrunn,20686.0,26329.0,-20.98,-21.43,79091.0,2007-12-01
Tierpark Hellabrunn,21232.0,35969.0,50.97,-40.97,71510.0,2006-01-01
Tierpark Hellabrunn,20868.0,15273.0,-1.71,36.63,71976.0,2006-02-01
Tierpark Hellabrunn,25339.0,77438.0,21.43,-67.28,67635.0,2006-03-01
Tierpark Hellabrunn,112315.0,84598.0,343.25,32.76,69945.0,2006-04-01
Tierpark Hellabrunn,84975.0,120469.0,-24.34,-29.46,66987.0,2006-05-01
Tierpark Hellabrunn,96116.0,61978.0,13.11,55.08,69832.0,2006-06-01
Tierpark Hellabrunn,100783.0,103450.0,4.86,-2.58,69609.0,2006-07-01
Tierpark Hellabrunn,160173.0,159780.0,58.93,0.25,69642.0,2006-08-01
Tierpark Hellabrunn,104438.0,83458.0,-34.8,25.14,71390.0,2006-09-01
Tierpark Hellabrunn,90410.0,85963.0,-13.43,5.17,71761.0,2006-10-01
Tierpark Hellabrunn,33495.0,30419.0,-62.95,10.11,72017.0,2006-11-01
Tierpark Hellabrunn,26329.0,14064.0,-21.39,87.21,73039.0,2006-12-01
Tierpark Hellabrunn,35969.0,20563.0,112.86,74.92,74364.0,2005-01-01
Tierpark Hellabrunn,15273.0,33338.0,-57.54,-54.19,72858.0,2005-02-01
Tierpark Hellabrunn,77438.0,46200.0,407.03,67.61,75461.0,2005-03-01
Tierpark Hellabrunn,84598.0,111821.0,9.25,-24.35,73193.0,2005-04-01
Tierpark Hellabrunn,120469.0,104171.0,42.4,15.65,74551.0,2005-05-01
Tierpark Hellabrunn,61978.0,89981.0,-48.55,-31.12,72217.0,2005-06-01
Tierpark Hellabrunn,103450.0,106203.0,66.91,-2.59,71988.0,2005-07-01
Tierpark Hellabrunn,159780.0,160751.0,54.45,-0.6,71907.0,2005-08-01
Tierpark Hellabrunn,83458.0,94355.0,-47.77,-11.55,70999.0,2005-09-01
Tierpark Hellabrunn,85963.0,64146.0,3.0,34.01,72817.0,2005-10-01
Tierpark Hellabrunn,30419.0,28529.0,-64.61,6.62,72974.0,2005-11-01
Tierpark Hellabrunn,14064.0,16898.0,-53.77,-16.77,72738.0,2005-12-01
Tierpark Hellabrunn,20563.0,28107.0,9.19,-26.84,77316.0,2004-01-01
Tierpark Hellabrunn,33338.0,18896.0,62.13,76.43,78519.0,2004-02-01
Tierpark Hellabrunn,46200.0,83585.0,38.58,-44.73,75404.0,2004-03-01
Tierpark Hellabrunn,111821.0,137764.0,142.04,-18.83,73242.0,2004-04-01
Tierpark Hellabrunn,104171.0,99890.0,-6.84,4.29,73599.0,2004-05-01
Tierpark Hellabrunn,89981.0,96640.0,-13.62,-6.89,73044.0,2004-06-01
Tierpark Hellabrunn,106203.0,110133.0,18.03,-3.57,72716.0,2004-07-01
Tierpark Hellabrunn,160751.0,132755.0,51.36,21.09,75049.0,2004-08-01
Tierpark Hellabrunn,94355.0,104151.0,-41.3,-9.41,74233.0,2004-09-01
Tierpark Hellabrunn,64146.0,62320.0,-32.02,2.93,74385.0,2004-10-01
Tierpark Hellabrunn,28529.0,42260.0,-55.52,-32.49,73241.0,2004-11-01
Tierpark Hellabrunn,16898.0,18833.0,-40.77,-10.27,73080.0,2004-12-01
Tierpark Hellabrunn,28107.0,38342.0,7.69,-26.69,87332.0,2003-01-01
Tierpark Hellabrunn,18896.0,55812.0,-32.77,-66.14,84256.0,2003-02-01
Tierpark Hellabrunn,83585.0,111390.0,342.34,-24.96,81939.0,2003-03-01
Tierpark Hellabrunn,137764.0,115294.0,64.82,19.49,83811.0,2003-04-01
Tierpark Hellabrunn,99890.0,139163.0,-27.49,-28.22,80538.0,2003-05-01
Tierpark Hellabrunn,96640.0,70739.0,-3.25,36.61,82697.0,2003-06-01
Tierpark Hellabrunn,110133.0,118947.0,13.96,-7.41,81962.0,2003-07-01
Tierpark Hellabrunn,132755.0,174589.0,20.54,-23.96,78476.0,2003-08-01
Tierpark Hellabrunn,104151.0,100822.0,-21.55,3.3,78753.0,2003-09-01
Tierpark Hellabrunn,62320.0,72087.0,-40.16,-13.55,77940.0,2003-10-01
Tierpark Hellabrunn,42260.0,34932.0,-32.19,20.98,78550.0,2003-11-01
Tierpark Hellabrunn,18833.0,26101.0,-55.44,-27.85,77945.0,2003-12-01
Tierpark Hellabrunn,38342.0,30842.0,44.29,24.32,77577.0,2002-01-01
Tierpark Hellabrunn,55812.0,35044.0,45.56,59.26,79307.0,2002-02-01
Tierpark Hellabrunn,111390.0,37511.0,99.58,196.95,85464.0,2002-03-01
Tierpark Hellabrunn,115294.0,73310.0,3.5,57.27,88963.0,2002-04-01
Tierpark Hellabrunn,139163.0,100689.0,20.7,38.21,92169.0,2002-05-01
Tierpark Hellabrunn,70739.0,104400.0,-49.17,-32.24,89364.0,2002-06-01
Tierpark Hellabrunn,118947.0,125044.0,68.15,-4.88,88856.0,2002-07-01
Tierpark Hellabrunn,174589.0,169785.0,46.78,2.83,89256.0,2002-08-01
Tierpark Hellabrunn,100822.0,69790.0,-42.25,44.46,91842.0,2002-09-01
Tierpark Hellabrunn,72087.0,110838.0,-28.5,-34.96,88613.0,2002-10-01
Tierpark Hellabrunn,34932.0,39594.0,-51.54,-11.77,88224.0,2002-11-01
Tierpark Hellabrunn,26101.0,26573.0,-25.28,-1.78,88185.0,2002-12-01
Tierpark Hellabrunn,30842.0,33033.0,-6.41,-6.63,79804.0,2001-01-01
Tierpark Hellabrunn,35044.0,39591.0,13.62,-11.48,79425.0,2001-02-01
Tierpark Hellabrunn,37511.0,45113.0,7.04,-16.85,78791.0,2001-03-01
Tierpark Hellabrunn,73310.0,152503.0,95.44,-51.93,72192.0,2001-04-01
Tierpark Hellabrunn,100689.0,82923.0,37.35,21.42,73673.0,2001-05-01
Tierpark Hellabrunn,104400.0,100089.0,3.69,4.31,74032.0,2001-06-01
Tierpark Hellabrunn,125044.0,115589.0,19.77,8.18,74820.0,2001-07-01
Tierpark Hellabrunn,169785.0,147673.0,35.78,14.97,76662.0,2001-08-01
Tierpark Hellabrunn,69790.0,87865.0,-58.9,-20.57,75156.0,2001-09-01
Tierpark Hellabrunn,110838.0,72083.0,58.82,53.76,78386.0,2001-10-01
Tierpark Hellabrunn,39594.0,50420.0,-64.28,-21.47,77484.0,2001-11-01
Tierpark Hellabrunn,26573.0,32955.0,-32.89,-19.37,76952.0,2001-12-01
Tierpark Hellabrunn,33033.0,,,,33033.0,2000-01-01
Tierpark Hellabrunn,39591.0,,19.85,,36312.0,2000-02-01
Tierpark Hellabrunn,45113.0,,13.95,,39246.0,2000-03-01
Tierpark Hellabrunn,152503.0,,238.05,,67560.0,2000-04-01
Tierpark Hellabrunn,82923.0,,-45.63,,70633.0,2000-05-01
Tierpark Hellabrunn,100089.0,,20.7,,75542.0,2000-06-01
Tierpark Hellabrunn,115589.0,,15.49,,81263.0,2000-07-01
Tierpark Hellabrunn,147673.0,,27.76,,89564.0,2000-08-01
Tierpark Hellabrunn,87865.0,,-40.5,,89375.0,2000-09-01
Tierpark Hellabrunn,72083.0,,-17.96,,87646.0,2000-10-01
Tierpark Hellabrunn,50420.0,,-30.05,,84262.0,2000-11-01
Tierpark Hellabrunn,32955.0,,-34.64,,79986.0,2000-12-01
