,date,place,rating,#_of_visits,city_district,city_district_metric,all_metric_score,type_door
483,2020-07-04,Marienplatz,44.285714285714285,21,Altstadt-Lehel,Altstadt-Lehel,0,outdoors
484,2020-07-04,Munich Residenz,41.0,10,Altstadt-Lehel,Altstadt-Lehel,4664.0,indoors
485,2020-07-04,Neues Rathaus Munich,50.0,1,Altstadt-Lehel,Altstadt-Lehel,0,indoors
486,2020-07-04,Nymphenburg Palace,46.666666666666664,9,Neuhausen-Nymphenburg,Neuhausen-Nymphenburg,0,indoors
487,2020-07-04,Olympiapark,45.714285714285715,7,Milbertshofen-Am Hart,Milbertshofen-Am Hart,4805.5,outdoors
488,2020-07-04,Olympiaturm,50.0,1,Milbertshofen-Am Hart,Milbertshofen-Am Hart,4805.5,outdoors
489,2020-07-04,Pinakothek der Moderne,50.0,1,Maxvorstadt,Maxvorstadt,15512.5,indoors
490,2020-07-04,Tierpark Hellabrunn,35.0,2,Untergiesing-Harlaching,Untergiesing-Harlaching,3599.5,outdoors
491,2020-07-04,Viktualienmarkt,36.666666666666664,9,Altstadt-Lehel,Altstadt-Lehel,0,outdoors
492,2020-08-04,Allianz Arena,40.0,2,Schwabing-Freimann,Schwabing-Freimann,0,outdoors
493,2020-08-04,Alte Pinakothek,40.0,1,Maxvorstadt,Maxvorstadt,15512.5,indoors
494,2020-08-04,Asamkirche Munich,50.0,2,Sendling,Sendling,0,indoors
495,2020-08-04,BMW Museum,45.0,2,Milbertshofen-Am Hart,Milbertshofen-Am Hart,0,indoors
496,2020-08-04,Deutsches Museum,34.54545454545455,11,Ludwigsvorstadt-Isarvorstadt,Ludwigsvorstadt-Isarvorstadt,16075.5,indoors
497,2020-08-04,Eisbach,48.0,5,Schwabing-Freimann,Schwabing-Freimann,0,outdoors
498,2020-08-04,English Garden,41.875,16,Schwabing-Freimann,Schwabing-Freimann,0,outdoors
499,2020-08-04,Lenbachhaus,20.0,1,Maxvorstadt,Maxvorstadt,15512.5,indoors
500,2020-08-04,Marienplatz,43.0,10,Altstadt-Lehel,Altstadt-Lehel,0,outdoors
501,2020-08-04,Munich Residenz,40.0,2,Altstadt-Lehel,Altstadt-Lehel,4664.0,indoors
502,2020-08-04,Museum Brandhorst,30.0,1,Maxvorstadt,Maxvorstadt,15512.5,indoors
503,2020-08-04,Neues Rathaus Munich,40.0,1,Altstadt-Lehel,Altstadt-Lehel,0,indoors
504,2020-08-04,Nymphenburg Palace,40.0,8,Neuhausen-Nymphenburg,Neuhausen-Nymphenburg,0,indoors
505,2020-08-04,Olympiapark,46.666666666666664,3,Milbertshofen-Am Hart,Milbertshofen-Am Hart,4805.5,outdoors
506,2020-08-04,Olympiaturm,42.5,4,Milbertshofen-Am Hart,Milbertshofen-Am Hart,4805.5,outdoors
507,2020-08-04,Pinakothek der Moderne,43.333333333333336,3,Maxvorstadt,Maxvorstadt,15512.5,indoors
508,2020-08-04,Tierpark Hellabrunn,10.0,1,Untergiesing-Harlaching,Untergiesing-Harlaching,3599.5,outdoors
509,2020-08-04,Viktualienmarkt,40.0,3,Altstadt-Lehel,Altstadt-Lehel,0,outdoors
