,id,full_text,location,part_of_s
4498,1240806396330983425,"['retweet', ':', 'message', ':', 'get', 'sick', ',', 'republicans', 'get', 'rich']",USA Wisconsin,"[('retweet', 'NN'), (':', ':'), ('message', 'NN'), (':', ':'), ('get', 'VB'), ('sick', 'JJ'), (',', ','), ('republicans', 'NNPS'), ('get', 'VBP'), ('rich', 'JJ')]"
4499,1240806397123715072,"['retweet', ':', 'really', 'want', 'f', '*', '*', 'king', 'hear', 'hard', 'celebrities', 'self-isolate', 'multi-million-dollar', ',', 'multi-a…']",,"[('retweet', 'NN'), (':', ':'), ('really', 'RB'), ('want', 'VBP'), ('f', 'JJ'), ('*', 'NNP'), ('*', 'NNP'), ('king', 'VBG'), ('hear', 'JJ'), ('hard', 'JJ'), ('celebrities', 'NNS'), ('self-isolate', 'JJ'), ('multi-million-dollar', 'JJ'), (',', ','), ('multi-a…', 'JJ')]"
4500,1240806400491741184,"['us', 'reported', 'covid-19', 'cases', '/19', '...', '13,678.', 'anguished_faceface_with_medical_mask']","McAllen, United States","[('us', 'PRP'), ('reported', 'VBD'), ('covid-19', 'JJ'), ('cases', 'NNS'), ('/19', 'VBP'), ('...', ':'), ('13,678.', 'CD'), ('anguished_faceface_with_medical_mask', 'NN')]"
4501,1240806400856600576,"['retweet', ':', 'covid-19', 'teaching', 'everyone', 'socialists', 'already', 'know', ':', 'whole', 'world', 'revolves', 'around', 'labor', '.']","Houston, United States","[('retweet', 'NN'), (':', ':'), ('covid-19', 'JJ'), ('teaching', 'VBG'), ('everyone', 'NN'), ('socialists', 'NNS'), ('already', 'RB'), ('know', 'VBP'), (':', ':'), ('whole', 'JJ'), ('world', 'NN'), ('revolves', 'VBZ'), ('around', 'RP'), ('labor', 'NN'), ('.', '.')]"
4502,1240806400898596870,"['retweet', ':', 'gorgeous', 'view']",USA Texas,"[('retweet', 'NN'), (':', ':'), ('gorgeous', 'JJ'), ('view', 'NN')]"
4503,1240806405113774080,"['retweet', ':', 'new', ':', 'sen.', 'kelly', 'loeffler', 'sold', '$', '1.2m', '$', '3.1m', 'worth', 'stock', 'three', 'weeks', 'beginning', 'jan', '—the', 'day', 'close…']",NYC,"[('retweet', 'NN'), (':', ':'), ('new', 'JJ'), (':', ':'), ('sen.', 'NN'), ('kelly', 'RB'), ('loeffler', 'VBZ'), ('sold', 'VBD'), ('$', '$'), ('1.2m', 'CD'), ('$', '$'), ('3.1m', 'CD'), ('worth', 'NN'), ('stock', 'NN'), ('three', 'CD'), ('weeks', 'NNS'), ('beginning', 'VBG'), ('jan', 'JJ'), ('—the', 'NNP'), ('day', 'NN'), ('close…', 'NN')]"
4504,1240806405533315078,"['retweet', ':', 'quebec', ',', 'public', 'health', 'director', ',', 'horacio', 'arruda', ',', 'rockstar', 'probably', 'popul…']",,"[('retweet', 'NN'), (':', ':'), ('quebec', 'NN'), (',', ','), ('public', 'JJ'), ('health', 'NN'), ('director', 'NN'), (',', ','), ('horacio', 'NN'), ('arruda', 'NN'), (',', ','), ('rockstar', 'NN'), ('probably', 'RB'), ('popul…', 'VBD')]"
4505,1240806413489688576,"['retweet', ':', 'covid19', 'crisis', 'unlike', '-year', 'history', '.', 'world', 'leaders', 'must', 'come', 'together', 'offer', 'urge…']","Pasadena, United States","[('retweet', 'NN'), (':', ':'), ('covid19', 'NN'), ('crisis', 'NN'), ('unlike', 'IN'), ('-year', 'JJ'), ('history', 'NN'), ('.', '.'), ('world', 'NN'), ('leaders', 'NNS'), ('must', 'MD'), ('come', 'VB'), ('together', 'RB'), ('offer', 'NN'), ('urge…', 'JJ')]"
4506,1240806418040512514,"['retweet', ':', 'wait', ',', 'isn', '’', 't', 'insider', 'trading', '?']","Woodland Hills, United States","[('retweet', 'NN'), (':', ':'), ('wait', 'NN'), (',', ','), ('isn', 'JJ'), ('’', 'NNP'), ('t', 'NN'), ('insider', 'NN'), ('trading', 'NN'), ('?', '.')]"
4507,1240806424923369473,"['open_mailbox_with_raised_flag', 'I', 'delivered', '“', 'scared', 'office', 'worked', '-', 'shut', 'down', '!', '!', '!', '”', 'monique', ',', 'constituent', 'glendale', ',', 'ariz.', ',', ',', 'representative', 'kern', ',', 'representative', 'bolick', 'azpol', 'covid19', 'memo', 'write', 'ownEmbarra', '*', '*', 'ed_or_blushing']",Text RESIST,"[('open_mailbox_with_raised_flag', 'NN'), ('I', 'PRP'), ('delivered', 'VBD'), ('“', 'NNP'), ('scared', 'VBD'), ('office', 'NN'), ('worked', 'VBD'), ('-', ':'), ('shut', 'VB'), ('down', 'RP'), ('!', '.'), ('!', '.'), ('!', '.'), ('”', 'JJ'), ('monique', 'NN'), (',', ','), ('constituent', 'JJ'), ('glendale', 'NN'), (',', ','), ('ariz.', 'NN'), (',', ','), (',', ','), ('representative', 'JJ'), ('kern', 'NN'), (',', ','), ('representative', 'JJ'), ('bolick', 'NN'), ('azpol', 'NN'), ('covid19', 'NN'), ('memo', 'NN'), ('write', 'JJ'), ('ownEmbarra', 'NN'), ('*', 'NNP'), ('*', 'NNP'), ('ed_or_blushing', 'VBG')]"
4508,1240806425909022721,"['retweet', ':', 'us', 'state', 'department', 'first', 'positive', 'coronavirus', 'case', 'washington', ',', 'according', 'email', 'sent', 'employees']","California, United States","[('retweet', 'NN'), (':', ':'), ('us', 'PRP'), ('state', 'NN'), ('department', 'NN'), ('first', 'RB'), ('positive', 'JJ'), ('coronavirus', 'NN'), ('case', 'NN'), ('washington', 'NN'), (',', ','), ('according', 'VBG'), ('email', 'NN'), ('sent', 'NN'), ('employees', 'NNS')]"
4509,1240806425934336003,"['retweet', ':', 'society', '’', 's', '*', 'real', '*', 'key', 'workers', 'revealed', '.', 'bankers', '.', 'traders', '.', 'elite', 'hedge', 'fund', 'm…']","New York, United States","[('retweet', 'NN'), (':', ':'), ('society', 'NN'), ('’', 'NNP'), ('s', 'NN'), ('*', 'NNP'), ('real', 'JJ'), ('*', 'NNP'), ('key', 'NN'), ('workers', 'NNS'), ('revealed', 'VBD'), ('.', '.'), ('bankers', 'NNS'), ('.', '.'), ('traders', 'NNS'), ('.', '.'), ('elite', 'VB'), ('hedge', 'NN'), ('fund', 'NN'), ('m…', 'NN')]"
4510,1240806430153768962,"['loool', 'online', 'cla', '*', '*', 'es', 'cause', 'know', 'corona']",,"[('loool', 'JJ'), ('online', 'NN'), ('cla', 'NN'), ('*', 'NNP'), ('*', 'NNP'), ('es', 'NN'), ('cause', 'NN'), ('know', 'VBP'), ('corona', 'NN')]"
4511,1240806438567587848,"['never', 'watched', 'greys', 'I', 'know', 'nighttime', 'soap', 'opera', 'never', 'cured', 'nothing', '.']",,"[('never', 'RB'), ('watched', 'VBN'), ('greys', 'NN'), ('I', 'PRP'), ('know', 'VBP'), ('nighttime', 'RB'), ('soap', 'JJ'), ('opera', 'NN'), ('never', 'RB'), ('cured', 'VBD'), ('nothing', 'NN'), ('.', '.')]"
4512,1240806439129677826,"['taking', 'covid19', 'seriously', '....', '🥴']","Tampa, United States","[('taking', 'VBG'), ('covid19', 'NN'), ('seriously', 'RB'), ('....', 'NNP'), ('🥴', 'NN')]"
4513,1240806442707361792,"['opinion', ':', 'california', '’', 's', 'school', 'system', 'adapt', 'coronavirus']","Pasadena, United States","[('opinion', 'NN'), (':', ':'), ('california', 'NN'), ('’', 'NN'), ('s', 'JJ'), ('school', 'NN'), ('system', 'NN'), ('adapt', 'JJ'), ('coronavirus', 'NN')]"
4514,1240806442896183296,"['retweet', ':', 'tomorrow', 'we', '’', 're', 'giving', 'away', '$', '1', 'million', 'folks', 'struggling', 'financially', 'due', 'covid19', '.', 'follow', 'info', '.', 'covidrespons…']",Fire,"[('retweet', 'NN'), (':', ':'), ('tomorrow', 'NN'), ('we', 'PRP'), ('’', 'VBP'), ('re', 'JJ'), ('giving', 'VBG'), ('away', 'RB'), ('$', '$'), ('1', 'CD'), ('million', 'CD'), ('folks', 'NNS'), ('struggling', 'VBG'), ('financially', 'RB'), ('due', 'JJ'), ('covid19', 'NN'), ('.', '.'), ('follow', 'JJ'), ('info', 'NN'), ('.', '.'), ('covidrespons…', 'NN')]"
4515,1240806443290370048,"['retweet', ':', 'nasty', 'flu', 'went', 'round', 'december', '/', 'early', 'jan.', 'i', '’', 'm', 'telling', 'you', ',', 'corona', '.', 'bare', 'people', 'sick', '(', 'includ…']","Columbus, United States","[('retweet', 'NN'), (':', ':'), ('nasty', 'JJ'), ('flu', 'NN'), ('went', 'VBD'), ('round', 'JJ'), ('december', 'NN'), ('/', 'VBD'), ('early', 'JJ'), ('jan.', 'NN'), ('i', 'NN'), ('’', 'VBP'), ('m', 'NN'), ('telling', 'NN'), ('you', 'PRP'), (',', ','), ('corona', 'VB'), ('.', '.'), ('bare', 'JJ'), ('people', 'NNS'), ('sick', 'VBP'), ('(', '('), ('includ…', 'NN')]"
4516,1240806564576952320,"['retweet', ':', 'covid19', 'national', 'plan', 'include', 'adequately', 'resourcing', 'aboriginal', 'communities', 'without', 'access', 'basic', 'su…']","Sydney, Australia","[('retweet', 'NN'), (':', ':'), ('covid19', 'JJ'), ('national', 'JJ'), ('plan', 'NN'), ('include', 'VBP'), ('adequately', 'RB'), ('resourcing', 'VBG'), ('aboriginal', 'JJ'), ('communities', 'NNS'), ('without', 'IN'), ('access', 'NN'), ('basic', 'JJ'), ('su…', 'NN')]"
4517,1240806564593913858,"['retweet', ':', ':47', ':', '*', 'trump', 'says', 'fda', 'approved', 'chloroquine', 'use', 'covid-19', ':48', ':', '*', 'trump', 'says', 'still', 'collecting', 'evidence', 'chloro…']","Indianapolis, United States","[('retweet', 'NN'), (':', ':'), (':47', 'NN'), (':', ':'), ('*', 'JJ'), ('trump', 'NN'), ('says', 'VBZ'), ('fda', 'RB'), ('approved', 'VBN'), ('chloroquine', 'NN'), ('use', 'NN'), ('covid-19', 'JJ'), (':48', 'NN'), (':', ':'), ('*', 'JJ'), ('trump', 'NN'), ('says', 'VBZ'), ('still', 'RB'), ('collecting', 'VBG'), ('evidence', 'NN'), ('chloro…', 'NN')]"
4518,1240806568633028611,"['retweet', ':', 'menards', 'cuts', 'store', 'hours', 'due', 'coronavirus']","Ohio, United States","[('retweet', 'NN'), (':', ':'), ('menards', 'NNS'), ('cuts', 'NNS'), ('store', 'NN'), ('hours', 'NNS'), ('due', 'JJ'), ('coronavirus', 'NN')]"
4519,1240806572634394629,"['retweet', ':', 'trading', 'coronavirus', 'crisis', 'playing', 'publicly', '...', 'presidential', 'press', 'briefings', 'seem', 'timed', 'try', 'a…']",,"[('retweet', 'NN'), (':', ':'), ('trading', 'NN'), ('coronavirus', 'NN'), ('crisis', 'NN'), ('playing', 'NN'), ('publicly', 'RB'), ('...', ':'), ('presidential', 'JJ'), ('press', 'NN'), ('briefings', 'NNS'), ('seem', 'VBP'), ('timed', 'VBN'), ('try', 'NN'), ('a…', 'NN')]"
4520,1240806572760104965,"['he', '’', 's', 'one', '.', 'need', 'investigated', '.']",USA Pennsylvania,"[('he', 'PRP'), ('’', 'VBD'), ('s', 'JJ'), ('one', 'CD'), ('.', '.'), ('need', 'NN'), ('investigated', 'VBD'), ('.', '.')]"
4521,1240806572864999426,"['retweet', ':', 'man', '’', 's', 'piss', 'could', 'stop', 'corona']",Canada,"[('retweet', 'NN'), (':', ':'), ('man', 'NN'), ('’', 'VBZ'), ('s', 'JJ'), ('piss', 'NN'), ('could', 'MD'), ('stop', 'VB'), ('corona', 'NN')]"
4522,1240806572885807104,"['retweet', ':', 'drug', 'biologic', 'legally', 'prescribed', 'off-label', 'purpose', 'approved', 'fda', ',', 'even', 'ap…']",US Miscellaneous Pacific Islands,"[('retweet', 'NN'), (':', ':'), ('drug', 'NN'), ('biologic', 'VBZ'), ('legally', 'RB'), ('prescribed', 'VBN'), ('off-label', 'JJ'), ('purpose', 'NN'), ('approved', 'VBD'), ('fda', 'NNS'), (',', ','), ('even', 'RB'), ('ap…', 'VB')]"
4523,1240806577113874433,"['retweet', ':', 'corona', 'big', 'fat', 'white', 'nasty', 'smelling', 'fat', 'female', 'dog', 'took', 'motherf', '*', '*', 'kin', 'schedule', 'tri…']",,"[('retweet', 'NN'), (':', ':'), ('corona', 'NN'), ('big', 'JJ'), ('fat', 'JJ'), ('white', 'JJ'), ('nasty', 'JJ'), ('smelling', 'NN'), ('fat', 'JJ'), ('female', 'NN'), ('dog', 'NN'), ('took', 'VBD'), ('motherf', 'NN'), ('*', 'NN'), ('*', 'NNP'), ('kin', 'FW'), ('schedule', 'NN'), ('tri…', 'NN')]"
4524,1240806577696899072,"['retweet', ':', 'coming', 'soon', ':', 'katyisd', 'working', 'federal', '&', 'amp', ';', 'local', 'officials', 'provide', 'drive-thru', 'covid-19', 'test', 'site', 'legacy', 'stadium.…']","Katy, United States","[('retweet', 'NN'), (':', ':'), ('coming', 'JJ'), ('soon', 'RB'), (':', ':'), ('katyisd', 'NN'), ('working', 'VBG'), ('federal', 'JJ'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('local', 'JJ'), ('officials', 'NNS'), ('provide', 'VBP'), ('drive-thru', 'JJ'), ('covid-19', 'JJ'), ('test', 'NN'), ('site', 'NN'), ('legacy', 'NN'), ('stadium.…', 'NN')]"
4525,1240806581446627335,"['retweet', ':', 'long', 'time', '.', 'governor', 'justin', 'fairfax', 'urging', 'gov', '.', 'northam', 'take', 'stronger', 'action', 'combat', 'coronavirus', ',', 'including', 'mandated', 'clo…']","Arlington, United States","[('retweet', 'NN'), (':', ':'), ('long', 'JJ'), ('time', 'NN'), ('.', '.'), ('governor', 'NN'), ('justin', 'NN'), ('fairfax', 'NN'), ('urging', 'VBG'), ('gov', 'NN'), ('.', '.'), ('northam', 'JJ'), ('take', 'NN'), ('stronger', 'JJR'), ('action', 'NN'), ('combat', 'NN'), ('coronavirus', 'NN'), (',', ','), ('including', 'VBG'), ('mandated', 'VBN'), ('clo…', 'NN')]"
4526,1240806581513715718,"['tweet', 'withheld', 'in', ':', 'germany', '.']","Oviedo, United States","[('tweet', 'NN'), ('withheld', 'NN'), ('in', 'IN'), (':', ':'), ('germany', 'NN'), ('.', '.')]"
4527,1240806581870174209,"['retweet', ':', 'coronavirus', 'end', 'soon', '.', 'jesus', 'name', '.', 'retweet', ',', 'believe', '.']","Houston, United States","[('retweet', 'NN'), (':', ':'), ('coronavirus', 'JJ'), ('end', 'NN'), ('soon', 'RB'), ('.', '.'), ('jesus', 'NN'), ('name', 'NN'), ('.', '.'), ('retweet', 'NN'), (',', ','), ('believe', 'VBP'), ('.', '.')]"
4528,1240806585280147462,"['retweet', ':', 'generation', 'z.', 'I', 'want', 'name', 'folks', 'love', 'calling', 'everybody', 'millennials', '.', 'millennials…']","London, United Kingdom","[('retweet', 'NN'), (':', ':'), ('generation', 'NN'), ('z.', 'NN'), ('I', 'PRP'), ('want', 'VBP'), ('name', 'JJ'), ('folks', 'NNS'), ('love', 'VBP'), ('calling', 'VBG'), ('everybody', 'NN'), ('millennials', 'NNS'), ('.', '.'), ('millennials…', 'NN')]"
4529,1240806585447755777,"['retweet', ':', 'f', '*', '*', 'king', 'catalina', 'wine', 'mixer', '!', '!', '!', '!', '!', '!']",Earth CaliTexaSsippi,"[('retweet', 'NN'), (':', ':'), ('f', 'JJ'), ('*', 'NNP'), ('*', 'NNP'), ('king', 'VBG'), ('catalina', 'JJ'), ('wine', 'NN'), ('mixer', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.')]"
4530,1240806585745752065,"['retweet', ':', 'urgent', ':', 'stay', 'home', ',', 'New', 'York', 'City', '!', 'well', ',', 'stay', 'home', '.', 'mildly', 'ill', ',', 'stay', 'home', '.', 'seek', 'covid19', 'testing', '.', 'posit…']","New York Island, United States","[('retweet', 'NN'), (':', ':'), ('urgent', 'NN'), (':', ':'), ('stay', 'NN'), ('home', 'NN'), (',', ','), ('New', 'NNP'), ('York', 'NNP'), ('City', 'NNP'), ('!', '.'), ('well', 'RB'), (',', ','), ('stay', 'VB'), ('home', 'NN'), ('.', '.'), ('mildly', 'RB'), ('ill', 'JJ'), (',', ','), ('stay', 'JJ'), ('home', 'NN'), ('.', '.'), ('seek', 'JJ'), ('covid19', 'NN'), ('testing', 'VBG'), ('.', '.'), ('posit…', 'NN')]"
4531,1240806586202722305,"['retweet', ':', 'corona', 'beat', 'challenge']",Magic,"[('retweet', 'NN'), (':', ':'), ('corona', 'NN'), ('beat', 'NN'), ('challenge', 'NN')]"
4532,1240806589566717958,"['retweet', ':', 'worlTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry', 'thousands', 'people', 'sick', 'coronavirus', 'around', 'world', '.', 'people', 'really', 'struggling', '.', 'celebrities…']",,"[('retweet', 'NN'), (':', ':'), ('worlTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry', 'JJ'), ('thousands', 'NNS'), ('people', 'NNS'), ('sick', 'VBP'), ('coronavirus', 'NN'), ('around', 'IN'), ('world', 'NN'), ('.', '.'), ('people', 'NNS'), ('really', 'RB'), ('struggling', 'VBG'), ('.', '.'), ('celebrities…', 'NN')]"
4533,1240806589776437251,"['retweet', ':', 'new', '—', 'sen.', 'kelly', 'loeffler', 'dumped', 'millions', 'stock', 'coronavirus', 'briefing']","Malvern, United Kingdom","[('retweet', 'NN'), (':', ':'), ('new', 'JJ'), ('—', 'NNP'), ('sen.', 'NN'), ('kelly', 'RB'), ('loeffler', 'VBZ'), ('dumped', 'JJ'), ('millions', 'NNS'), ('stock', 'NN'), ('coronavirus', 'NN'), ('briefing', 'NN')]"
4534,1240806590174965760,"['retweet', ':', 'f', '*', '*', 'king', 'catalina', 'wine', 'mixer', '!', '!', '!', '!', '!', '!']",,"[('retweet', 'NN'), (':', ':'), ('f', 'JJ'), ('*', 'NNP'), ('*', 'NNP'), ('king', 'VBG'), ('catalina', 'JJ'), ('wine', 'NN'), ('mixer', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.')]"
4535,1240806593710653446,"['retweet', ':', 'absolutely', 'zero', 'reasons', 'blame', 'president', 'trump', 'pandemic', '.', 'coronavirus', 'originated', 'wuhan', 'chin…']",South Western Pennsylvania,"[('retweet', 'NN'), (':', ':'), ('absolutely', 'RB'), ('zero', 'CD'), ('reasons', 'NNS'), ('blame', 'VBP'), ('president', 'NN'), ('trump', 'NN'), ('pandemic', 'NN'), ('.', '.'), ('coronavirus', 'NN'), ('originated', 'VBD'), ('wuhan', 'CD'), ('chin…', 'NN')]"
4536,1240806593824018432,"['retweet', ':', 'hannah', 'tyler', 'see', 'quarantine', 'content', 'curing', 'coronavirus', 'anxiety', 'singlehandedly']","Los Angeles, United States","[('retweet', 'NN'), (':', ':'), ('hannah', 'NN'), ('tyler', 'NN'), ('see', 'VBP'), ('quarantine', 'JJ'), ('content', 'NN'), ('curing', 'VBG'), ('coronavirus', 'JJ'), ('anxiety', 'NN'), ('singlehandedly', 'RB')]"
4537,1240806593924644868,"['retweet', ':', 'dire', 'shortage', 'masks', ',', 'gowns', 'eye', 'gear', 'endangering', 'medical', 'workers', '’', 'lives', 'treat', 'coronavirus', 'patients', ':', '“', 'we', 'are…']","Kingsport, United States","[('retweet', 'NN'), (':', ':'), ('dire', 'JJ'), ('shortage', 'NN'), ('masks', 'NNS'), (',', ','), ('gowns', 'NNS'), ('eye', 'NN'), ('gear', 'VBP'), ('endangering', 'VBG'), ('medical', 'JJ'), ('workers', 'NNS'), ('’', 'VBP'), ('lives', 'VBZ'), ('treat', 'JJ'), ('coronavirus', 'NN'), ('patients', 'NNS'), (':', ':'), ('“', 'NN'), ('we', 'PRP'), ('are…', 'VBP')]"
4538,1240806593928867840,"['retweet', ':', 'chairman', 'senate', 'intelligence', 'committee', 'richard', 'burr', 'sold', '$', '1.5', 'million', 'stocks', 'early', 'february', ',', 'as…']","Detroit, United States","[('retweet', 'NN'), (':', ':'), ('chairman', 'NN'), ('senate', 'NN'), ('intelligence', 'NN'), ('committee', 'NN'), ('richard', 'NN'), ('burr', 'VBD'), ('sold', 'VBN'), ('$', '$'), ('1.5', 'CD'), ('million', 'CD'), ('stocks', 'NNS'), ('early', 'JJ'), ('february', 'JJ'), (',', ','), ('as…', 'JJ')]"
4539,1240806594172145665,"['retweet', ':', 'you', ',', 'thomas', 'daffron', 'sell', 'stocks', 'last', 'weeks', '?', 'on…']",French Southern Territories,"[('retweet', 'NN'), (':', ':'), ('you', 'PRP'), (',', ','), ('thomas', 'VB'), ('daffron', 'NN'), ('sell', 'NN'), ('stocks', 'NNS'), ('last', 'JJ'), ('weeks', 'NNS'), ('?', '.'), ('on…', 'NN')]"
4540,1240806598177685505,"['retweet', ':', 'don', '’', 't', 'forget', 'continue', 'exercise', 'quarantine', 'coronavirus', 'isolation']","Ohio, United States","[('retweet', 'NN'), (':', ':'), ('don', 'NN'), ('’', 'VBP'), ('t', 'NN'), ('forget', 'NN'), ('continue', 'VBP'), ('exercise', 'NN'), ('quarantine', 'NN'), ('coronavirus', 'NN'), ('isolation', 'NN')]"
4541,1240806598710382592,"['retweet', ':', 'breaking', ':', 'los', 'angeles', 'issues', ""'stay"", 'home', 'order', ""'"", 'due', 'coronavirus', ',', 'telling', 'citizens', 'limit', 'non-essential', 'movements']",Arkansas,"[('retweet', 'NN'), (':', ':'), ('breaking', 'NN'), (':', ':'), ('los', 'JJ'), ('angeles', 'NNS'), ('issues', 'NNS'), (""'stay"", 'POS'), ('home', 'NN'), ('order', 'NN'), (""'"", ""''""), ('due', 'JJ'), ('coronavirus', 'NN'), (',', ','), ('telling', 'VBG'), ('citizens', 'NNS'), ('limit', 'VBP'), ('non-essential', 'JJ'), ('movements', 'NNS')]"
4542,1240805997649764357,"['I', 'could', 'proud', 'team', '!', 'public', 'health-', 'working', 'tirelessly', 'promote', 'health', 'safety', 'clark', 'county', '.', 'teamkentucky', 'covid19']","Lexington, United States","[('I', 'PRP'), ('could', 'MD'), ('proud', 'VB'), ('team', 'NN'), ('!', '.'), ('public', 'JJ'), ('health-', 'JJ'), ('working', 'VBG'), ('tirelessly', 'RB'), ('promote', 'JJ'), ('health', 'NN'), ('safety', 'NN'), ('clark', 'NN'), ('county', 'NN'), ('.', '.'), ('teamkentucky', 'JJ'), ('covid19', 'NN')]"
4543,1240805998115291136,"['retweet', ':', 'possible', 'congressional', 'republicans', 'shorted', 'america', '?']","Palatine, United States","[('retweet', 'NN'), (':', ':'), ('possible', 'JJ'), ('congressional', 'JJ'), ('republicans', 'NNS'), ('shorted', 'VBN'), ('america', 'RB'), ('?', '.')]"
4544,1240806002338844674,"['tweet', 'withheld', 'in', ':', 'germany', '.']",,"[('tweet', 'NN'), ('withheld', 'NN'), ('in', 'IN'), (':', ':'), ('germany', 'NN'), ('.', '.')]"
4545,1240806002347241473,"['retweet', ':', 'national', 'basketball', 'a', '*', '*', 'ociation', 'shutting', 'team', 'training', 'facilities', 'staff', 'players', 'starting', 'friday', 'mitigate', 'coronavirus', 'situa…']",,"[('retweet', 'NN'), (':', ':'), ('national', 'JJ'), ('basketball', 'NN'), ('a', 'DT'), ('*', 'JJ'), ('*', 'JJ'), ('ociation', 'NN'), ('shutting', 'VBG'), ('team', 'NN'), ('training', 'NN'), ('facilities', 'NNS'), ('staff', 'NN'), ('players', 'NNS'), ('starting', 'VBG'), ('friday', 'JJ'), ('mitigate', 'VB'), ('coronavirus', 'NN'), ('situa…', 'NN')]"
4546,1240806002527739907,"['retweet', ':', 'europe', 'set', 'come', 'together', 'powerful', 'rendition', 'you', '’', 'll', 'never', 'walk', 'alone', 'gesture', 'solidarity', 'cor…']",Somalia,"[('retweet', 'NN'), (':', ':'), ('europe', 'NN'), ('set', 'VBN'), ('come', 'VBP'), ('together', 'RB'), ('powerful', 'JJ'), ('rendition', 'NN'), ('you', 'PRP'), ('’', 'VBP'), ('ll', 'JJ'), ('never', 'RB'), ('walk', 'VBP'), ('alone', 'RB'), ('gesture', 'JJ'), ('solidarity', 'NN'), ('cor…', 'NN')]"
4547,1240806009423237121,"['retweet', ':', 'new', ':', 'sen.', 'kelly', 'loeffler', 'sold', '$', '1.2m', '$', '3.1m', 'worth', 'stock', 'three', 'weeks', 'beginning', 'jan', '—the', 'day', 'close…']","Brooklyn, United States","[('retweet', 'NN'), (':', ':'), ('new', 'JJ'), (':', ':'), ('sen.', 'NN'), ('kelly', 'RB'), ('loeffler', 'VBZ'), ('sold', 'VBD'), ('$', '$'), ('1.2m', 'CD'), ('$', '$'), ('3.1m', 'CD'), ('worth', 'NN'), ('stock', 'NN'), ('three', 'CD'), ('weeks', 'NNS'), ('beginning', 'VBG'), ('jan', 'JJ'), ('—the', 'NNP'), ('day', 'NN'), ('close…', 'NN')]"
4548,1240806014737207296,"['california', 'health', 'officials', 'predict', '%', 'state', ""'s"", 'population', '--', 'million', 'people', '--', 'infected', 'novel', 'coronavirus', 'within', 'next', 'eight', 'weeks', '...', 'i', '’', 'm', 'going', 'work', '.']","Oceanside, CA, Etats-Unis","[('california', 'NN'), ('health', 'NN'), ('officials', 'NNS'), ('predict', 'VBP'), ('%', 'NN'), ('state', 'NN'), (""'s"", 'POS'), ('population', 'NN'), ('--', ':'), ('million', 'CD'), ('people', 'NNS'), ('--', ':'), ('infected', 'VBD'), ('novel', 'JJ'), ('coronavirus', 'NN'), ('within', 'IN'), ('next', 'JJ'), ('eight', 'CD'), ('weeks', 'NNS'), ('...', ':'), ('i', 'RB'), ('’', 'VBP'), ('m', 'NN'), ('going', 'VBG'), ('work', 'NN'), ('.', '.')]"
4549,1240806015018229760,"['berita', 'corona', 'day', 'day']",Wanokuni New,"[('berita', 'JJ'), ('corona', 'JJ'), ('day', 'NN'), ('day', 'NN')]"
4550,1240806019082727426,"['retweet', ':', 'cla', '*', '*', 'dismissed', 'today', 'tomorrow', 'last', 'day', 'school', 'rock', 'please', 'h…']",Minnesota,"[('retweet', 'NN'), (':', ':'), ('cla', 'NN'), ('*', 'NNP'), ('*', 'NNP'), ('dismissed', 'VBD'), ('today', 'NN'), ('tomorrow', 'NN'), ('last', 'JJ'), ('day', 'NN'), ('school', 'NN'), ('rock', 'NN'), ('please', 'NN'), ('h…', 'NN')]"
4551,1240806019200147458,"['retweet', ':', 'question', 'now', ':', 'many', 'republican', 'officials', 'profiting', 'secret', 'foreknowledge', 'ma', '*', '*', 'casualty', 'event', 'w…']","Binghamton, United States","[('retweet', 'NN'), (':', ':'), ('question', 'NN'), ('now', 'RB'), (':', ':'), ('many', 'JJ'), ('republican', 'JJ'), ('officials', 'NNS'), ('profiting', 'VBG'), ('secret', 'JJ'), ('foreknowledge', 'NN'), ('ma', 'NN'), ('*', 'NNP'), ('*', 'NNP'), ('casualty', 'NN'), ('event', 'NN'), ('w…', 'NN')]"
4552,1240806019552489473,"['retweet', ':', 'I', 'want', 'laker', 'healthcare', '.']","Cleveland, United States","[('retweet', 'NN'), (':', ':'), ('I', 'PRP'), ('want', 'VBP'), ('laker', 'NN'), ('healthcare', 'NN'), ('.', '.')]"
4553,1240806287530577920,"['retweet', ':', 'new', ':', 'a', '*', '*', 'uring', 'public', 'government', ""'s"", 'coronavirus', 'preparedness', ',', 'senate', 'intelligence', 'chair', 'richard', 'burr', ',', 'on…']","Los Angeles, United States","[('retweet', 'NN'), (':', ':'), ('new', 'JJ'), (':', ':'), ('a', 'DT'), ('*', 'JJ'), ('*', 'NN'), ('uring', 'VBG'), ('public', 'JJ'), ('government', 'NN'), (""'s"", 'POS'), ('coronavirus', 'NN'), ('preparedness', 'NN'), (',', ','), ('senate', 'JJ'), ('intelligence', 'NN'), ('chair', 'NN'), ('richard', 'NN'), ('burr', 'NN'), (',', ','), ('on…', 'NN')]"
